GroupID,membershiptypeID,transactionprice,transactionpurchasedate,membershiptype
84706,e9991286-ec36-4a40-9b48-0efa41f9b936,£29.99,8/26/16 0:00,2016/17 SILVER MEMBERSHIP (NON S/T)
84706,4f9de90d-c188-4139-9171-fe6bdf90d775,£29.99,7/31/15 0:00,2015/16 SILVER MEMBERSHIP (NON S/T)
92408,467a8775-c919-ef11-8444-84857200de01,£34.99,8/9/24 11:01,2024/25 Super Blues Membership
92408,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/21/23 23:54,2023/24 Super Blues Membership
92408,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,6/23/22 12:47,2022/23 - Gold Membership
93793,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 14:53,2024/25 Super Blues Membership
93793,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/21/23 17:59,2023/24 Super Blues Membership
94221,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 14:57,2024/25 Super Blues Membership
94221,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 10:53,2023/24 Super Blues Membership
94221,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,11/27/22 19:50,2022/23 - Gold Membership
94221,a2f1b3bd-0a9d-eb11-82e4-d73c58c895cf,£29.99,8/6/21 11:37,2021/22 - Silver Membership (Non S/T Holders)
