GroupID,membershiptypeID,transactionprice,transactionpurchasedate,membershiptype
94221,c5ca7573-6d6a-4721-a2a7-d31f58c2ef9d,£29.99,7/22/19 0:00,2019/20 SILVER MEMBERSHIP (NON S/T)
94221,96a86ce4-9ebe-49cd-aef2-0585e4fe297a,£7.50,6/14/13 0:00,2013/14 JUNIOR BLUES - SEASON TICKET
94221,f697a3e2-d550-4629-b1f5-bbd4950335d1,£5.00,4/7/12 0:00,2012/13 JUNIOR BLUES - SEASON TICKET
94221,beeb9c26-fc77-421f-9567-869d0b79a19b,£5.00,4/13/11 0:00,2011/12 JUNIOR BLUES - SEASON TICKET
94244,467a8775-c919-ef11-8444-84857200de01,£39.99,7/29/24 10:16,2024/25 Super Blues Membership
97154,467a8775-c919-ef11-8444-84857200de01,£39.99,7/19/24 11:20,2024/25 Super Blues Membership
97154,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/16/23 19:30,2023/24 Super Blues Membership
97154,a2f1b3bd-0a9d-eb11-82e4-d73c58c895cf,£29.99,8/6/21 1:29,2021/22 - Silver Membership (Non S/T Holders)
97154,2ce813f9-8818-4928-af89-4d9daa60285b,£25.00,9/9/10 0:00,2010/11 SILVER CLUB MEMBERSHIP
99311,467a8775-c919-ef11-8444-84857200de01,£39.99,7/23/24 16:52,2024/25 Super Blues Membership
101340,bf43632a-daf3-ed11-8444-9dac666fbcef,£22.50,5/31/23 12:49,2023/24 Junior Blues (10-16 years) ST Holder
101340,e5e0d675-76d0-ec11-8396-cad39b5c82da,£15.00,3/22/23 17:41,2022/23 Junior Blues Membership (10-16 years) - ST Holder Goody Pack Only
101340,2b42196d-a9ee-4826-9f8a-515d6cb126fb,£15.00,7/20/19 0:00,2019/20 JUNIOR BLUES MEGA MEMBERSHIP
101340,f376fcce-e9f0-4de8-984f-9af874187b3e,£20.00,9/11/18 0:00,2018/19 JUNIOR BLUES (UNDER 16'S)
102041,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/17/24 10:08,2024/25 Junior Blues Membership (10-16 years) 
102041,bf43632a-daf3-ed11-8444-9dac666fbcef,£22.50,7/13/23 10:44,2023/24 Junior Blues (10-16 years) ST Holder
102041,e5e0d675-76d0-ec11-8396-cad39b5c82da,£20.00,6/23/22 9:32,2022/23 Junior Blues Membership (10-16 years) - ST Holder Goody Pack Only
104035,467a8775-c919-ef11-8444-84857200de01,£39.99,7/18/24 8:49,2024/25 Super Blues Membership
104035,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 10:07,2023/24 Super Blues Membership
104035,8afb6d4f-30c6-ec11-8396-e571432a47fd,£29.99,6/13/22 19:06,2022/23 - Silver Membership
104035,a2f1b3bd-0a9d-eb11-82e4-d73c58c895cf,£29.99,1/20/22 22:59,2021/22 - Silver Membership (Non S/T Holders)
104875,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 12:08,2024/25 Junior Blues Membership (10-16 years) 
104875,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,11/2/23 14:49,2023/24 Junior Blues (10-16 Years) Non ST Holder
106068,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 16:31,2024/25 Junior Blues Membership (10-16 years) 
106068,bf43632a-daf3-ed11-8444-9dac666fbcef,£22.50,6/5/23 17:49,2023/24 Junior Blues (10-16 years) ST Holder
106068,e5e0d675-76d0-ec11-8396-cad39b5c82da,£20.00,6/10/22 13:46,2022/23 Junior Blues Membership (10-16 years) - ST Holder Goody Pack Only
106068,543efe1c-05bf-eb11-830a-b88f530690dd,£0.00,6/8/21 13:53,2021/22 Junior Blues Membership (S/T Holder)
106068,440a96ae-4f03-eb11-828c-02436cb68712,£15.00,11/4/20 10:44,2020/21 - Mega Membership (Season Ticket Holder)
106068,f376fcce-e9f0-4de8-984f-9af874187b3e,£10.00,12/11/18 0:00,2018/19 JUNIOR BLUES (UNDER 16'S)
109846,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 13:01,2024/25 Junior Blues Membership (10-16 years) 
109846,bf43632a-daf3-ed11-8444-9dac666fbcef,£22.50,6/5/23 10:08,2023/24 Junior Blues (10-16 years) ST Holder
109846,b5f9b026-72d0-ec11-8396-cad39b5c82da,£20.00,5/31/22 9:17,2022/23 Junior Blues Membership (5-9 years) - ST Holder Goody Bag Only
109846,543efe1c-05bf-eb11-830a-b88f530690dd,£12.00,8/18/21 16:14,2021/22 Junior Blues Membership (S/T Holder)
110632,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 12:57,2024/25 Super Blues Membership
110632,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/10/23 18:23,2023/24 Super Blues Membership
110632,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,7/14/22 19:12,2022/23 - Gold Membership
110632,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£15.00,9/30/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
111499,467a8775-c919-ef11-8444-84857200de01,£34.99,7/23/24 14:58,2024/25 Super Blues Membership
111499,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/19/23 10:31,2023/24 Super Blues Membership
111578,467a8775-c919-ef11-8444-84857200de01,£39.99,7/20/24 16:43,2024/25 Super Blues Membership
111578,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/1/23 16:44,2023/24 Super Blues Membership
111655,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 15:13,2024/25 Junior Blues Membership (10-16 years) 
111655,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,9/24/23 16:50,2023/24 Junior Blues (10-16 Years) Non ST Holder
111655,eebf854d-0ee4-4020-9219-f8447058c7f6,£20.00,8/28/19 0:00,2019/20 JUNIOR BLUES MEMBERSHIP (NON S/T HOLDER)
113013,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 13:00,2024/25 Junior Blues Membership (10-16 years) 
113013,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,6/5/23 13:02,2023/24 Junior Blues (10-16 Years) Non ST Holder
113013,2fe21a3a-74d0-ec11-8396-cad39b5c82da,£25.00,6/17/22 21:02,2022/23 Junior Blues Membership (10-16 years) - Non ST Holder GOODY BAG ONLY
113013,73ab074e-0ea4-eb11-82e4-d73c58c895cf,£0.00,6/8/21 13:59,2021/22 Junior Blues Membership (Non S/T Holders)
113013,a1a91a1b-4f03-eb11-828c-02436cb68712,£15.00,12/2/20 20:57,2020/21 - Junior Blues (Non- Season Ticket Holder)
113013,eebf854d-0ee4-4020-9219-f8447058c7f6,£20.00,10/18/19 0:00,2019/20 JUNIOR BLUES MEMBERSHIP (NON S/T HOLDER)
117863,467a8775-c919-ef11-8444-84857200de01,£34.99,7/17/24 11:29,2024/25 Super Blues Membership
117863,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,1/22/24 10:47,2023/24 Super Blues Membership
117863,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,5/30/22 17:30,2022/23 - Gold Membership
117863,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£19.99,7/5/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
118942,69388d28-fb60-4f3b-9ddd-60808f2f2779,£15.00,3/26/13 0:00,2013/14 GOLD MEMBERSHIP
118942,ae8322a6-7aa7-4fc9-b1c7-5274aedfe678,£15.00,4/11/12 0:00,2012/13 GOLD MEMBERSHIP
118942,67e707f0-dae7-4321-9e85-142a9aa64ecf,£15.00,3/28/11 0:00,2011/12 GOLD CLUB MEMBERSHIP
118942,0b7ab9cb-1f51-4747-9fde-d21432da623b,£15.00,4/3/10 0:00,2010/11 GOLD CLUB MEMBERSHIP
119206,467a8775-c919-ef11-8444-84857200de01,£34.99,7/18/24 17:51,2024/25 Super Blues Membership
119206,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 15:58,2023/24 Super Blues Membership
119206,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,8/13/22 21:07,2022/23 - Gold Membership
119498,467a8775-c919-ef11-8444-84857200de01,£39.99,7/18/24 20:08,2024/25 Super Blues Membership
123562,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 12:41,2024/25 Super Blues Membership
123562,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/22/23 13:47,2023/24 Super Blues Membership
123562,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,7/10/22 20:41,2022/23 - Gold Membership
123562,8dbc7499-0a9d-eb11-82e4-d73c58c895cf,£19.99,7/19/21 15:34,2021/22 - Gold Membership (S/T Holders)
123562,b371e2ae-5d86-4837-a117-c4f6c8698b92,£19.99,1/7/15 0:00,2014/15 GOLD MEMBERSHIP (S/T HOLDERS)
125264,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 13:25,2024/25 Super Blues Membership
125264,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/30/23 11:55,2023/24 Super Blues Membership
125346,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:29,2024/25 Super Blues Membership
125346,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 11:17,2023/24 Super Blues Membership
125845,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 13:59,2024/25 Super Blues Membership
125845,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 21:10,2023/24 Super Blues Membership
126232,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:32,2024/25 Super Blues Membership
126232,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/23/23 8:48,2023/24 Super Blues Membership
126232,8afb6d4f-30c6-ec11-8396-e571432a47fd,£29.99,6/24/22 12:11,2022/23 - Silver Membership
126232,a2f1b3bd-0a9d-eb11-82e4-d73c58c895cf,£29.99,8/15/21 19:03,2021/22 - Silver Membership (Non S/T Holders)
126232,c5ca7573-6d6a-4721-a2a7-d31f58c2ef9d,£25.00,12/4/19 0:00,2019/20 SILVER MEMBERSHIP (NON S/T)
126232,e9991286-ec36-4a40-9b48-0efa41f9b936,£29.99,8/14/16 0:00,2016/17 SILVER MEMBERSHIP (NON S/T)
126232,4f9de90d-c188-4139-9171-fe6bdf90d775,£29.99,7/16/15 0:00,2015/16 SILVER MEMBERSHIP (NON S/T)
126232,0db5795e-caa9-433c-be9c-09d5dd9e03de,£29.99,7/17/14 0:00,2014/15 SILVER MEMBERSHIP (NON S/T)
126232,32999855-48d4-4942-8cd3-c91e04f128bc,£25.00,6/26/13 0:00,2013/14 SILVER MEMBERSHIP
126232,153b691d-22cf-413f-8250-b8ab74f5db80,£25.00,8/17/12 0:00,2012/13 SILVER MEMBERSHIP
126232,f59a01be-9602-4fb7-95b1-f6f5b7c80f6c,£25.00,9/29/11 0:00,2011/12 SILVER CLUB MEMBERSHIP
126232,2ce813f9-8818-4928-af89-4d9daa60285b,£25.00,6/25/10 0:00,2010/11 SILVER CLUB MEMBERSHIP
127480,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 16:03,2024/25 Super Blues Membership
127480,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,9/22/23 17:54,2023/24 Super Blues Membership
129070,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 17:58,2024/25 Super Blues Membership
129070,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/1/23 20:13,2023/24 Super Blues Membership
129070,e9991286-ec36-4a40-9b48-0efa41f9b936,£29.99,7/7/16 0:00,2016/17 SILVER MEMBERSHIP (NON S/T)
129070,cc23d5e9-710f-4224-8f51-af1c35cf2336,£19.99,7/7/15 0:00,2015/16 GOLD MEMBERSHIP (S/T HOLDERS)
130563,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:51,2024/25 Super Blues Membership
130563,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 10:15,2023/24 Super Blues Membership
130563,8afb6d4f-30c6-ec11-8396-e571432a47fd,£29.99,9/16/22 11:52,2022/23 - Silver Membership
130563,a2f1b3bd-0a9d-eb11-82e4-d73c58c895cf,£29.99,11/12/21 12:15,2021/22 - Silver Membership (Non S/T Holders)
131243,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 22:05,2024/25 Super Blues Membership
131243,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 10:12,2023/24 Super Blues Membership
131243,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,6/30/22 10:30,2022/23 - Gold Membership
131243,8dbc7499-0a9d-eb11-82e4-d73c58c895cf,£19.99,7/5/21 11:00,2021/22 - Gold Membership (S/T Holders)
131243,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£15.00,10/2/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
131243,b371e2ae-5d86-4837-a117-c4f6c8698b92,£19.99,4/9/14 0:00,2014/15 GOLD MEMBERSHIP (S/T HOLDERS)
131243,69388d28-fb60-4f3b-9ddd-60808f2f2779,£15.00,4/7/13 0:00,2013/14 GOLD MEMBERSHIP
131243,ae8322a6-7aa7-4fc9-b1c7-5274aedfe678,£15.00,4/18/12 0:00,2012/13 GOLD MEMBERSHIP
131243,67e707f0-dae7-4321-9e85-142a9aa64ecf,£15.00,4/5/11 0:00,2011/12 GOLD CLUB MEMBERSHIP
131243,0b7ab9cb-1f51-4747-9fde-d21432da623b,£15.00,3/16/10 0:00,2010/11 GOLD CLUB MEMBERSHIP
131243,05b20ac3-a15a-ed11-83d1-e74778795d1e,£0.00,11/2/22 12:14,#PackOutPR 2022
131245,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 12:16,2024/25 Super Blues Membership
131245,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 10:52,2023/24 Super Blues Membership
131245,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,5/31/22 6:32,2022/23 - Gold Membership
131245,8dbc7499-0a9d-eb11-82e4-d73c58c895cf,£19.99,6/15/21 11:16,2021/22 - Gold Membership (S/T Holders)
131245,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£19.99,4/24/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
131245,0fdb952d-b08b-4675-8fb3-e5c0845841f9,£19.99,5/26/18 0:00,2018/19 GOLD MEMBERSHIP (S/T HOLDERS)
131418,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 12:27,2024/25 Super Blues Membership
131418,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 16:07,2023/24 Super Blues Membership
131418,ef806d39-26dc-ec11-83ae-c7f5da420240,£60.00,8/22/22 14:57,2022/23 True Blue Membership
131418,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,6/2/22 22:46,2022/23 - Gold Membership
131418,8dbc7499-0a9d-eb11-82e4-d73c58c895cf,£19.99,6/20/21 16:18,2021/22 - Gold Membership (S/T Holders)
131418,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£19.99,5/19/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
131418,0fdb952d-b08b-4675-8fb3-e5c0845841f9,£19.99,4/29/18 0:00,2018/19 GOLD MEMBERSHIP (S/T HOLDERS)
131418,d9388420-ae1c-48ad-9013-6ac15b5d15d4,£19.99,4/17/17 0:00,2017/18 GOLD MEMBERSHIP (S/T HOLDERS)
131418,4f9de90d-c188-4139-9171-fe6bdf90d775,£29.99,7/11/15 0:00,2015/16 SILVER MEMBERSHIP (NON S/T)
131418,0db5795e-caa9-433c-be9c-09d5dd9e03de,£29.99,7/10/14 0:00,2014/15 SILVER MEMBERSHIP (NON S/T)
131418,32999855-48d4-4942-8cd3-c91e04f128bc,£25.00,7/8/13 0:00,2013/14 SILVER MEMBERSHIP
131418,153b691d-22cf-413f-8250-b8ab74f5db80,£25.00,5/29/12 0:00,2012/13 SILVER MEMBERSHIP
131418,67e707f0-dae7-4321-9e85-142a9aa64ecf,£25.00,12/28/11 0:00,2011/12 GOLD CLUB MEMBERSHIP
131418,0b7ab9cb-1f51-4747-9fde-d21432da623b,£25.00,12/7/10 0:00,2010/11 GOLD CLUB MEMBERSHIP
131770,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 16:42,2024/25 Super Blues Membership
131770,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/16/23 20:44,2023/24 Super Blues Membership
131770,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,6/2/22 22:34,2022/23 - Gold Membership
131770,8dbc7499-0a9d-eb11-82e4-d73c58c895cf,£19.99,7/13/21 13:36,2021/22 - Gold Membership (S/T Holders)
131770,c7c7e8c9-e063-44cb-95ee-7115247c69e0,£19.99,5/2/19 0:00,2019/20 GOLD MEMBERSHIP(S/T HOLDERS)
131770,0fdb952d-b08b-4675-8fb3-e5c0845841f9,£19.99,6/13/18 0:00,2018/19 GOLD MEMBERSHIP (S/T HOLDERS)
131770,d9388420-ae1c-48ad-9013-6ac15b5d15d4,£19.99,5/2/17 0:00,2017/18 GOLD MEMBERSHIP (S/T HOLDERS)
131770,93d424d8-060c-4735-8974-22ca492f174c,£19.99,4/2/16 0:00,2016/17 GOLD MEMBERSHIP(S/T HOLDERS)
131770,cc23d5e9-710f-4224-8f51-af1c35cf2336,£19.99,6/19/15 0:00,2015/16 GOLD MEMBERSHIP (S/T HOLDERS)
131770,b371e2ae-5d86-4837-a117-c4f6c8698b92,£19.99,6/9/14 0:00,2014/15 GOLD MEMBERSHIP (S/T HOLDERS)
131770,69388d28-fb60-4f3b-9ddd-60808f2f2779,£15.00,4/6/13 0:00,2013/14 GOLD MEMBERSHIP
131770,ae8322a6-7aa7-4fc9-b1c7-5274aedfe678,£0.00,3/27/12 0:00,2012/13 GOLD MEMBERSHIP
131770,67e707f0-dae7-4321-9e85-142a9aa64ecf,£0.00,3/30/11 0:00,2011/12 GOLD CLUB MEMBERSHIP
131770,0b7ab9cb-1f51-4747-9fde-d21432da623b,£0.00,4/16/10 0:00,2010/11 GOLD CLUB MEMBERSHIP
132700,467a8775-c919-ef11-8444-84857200de01,£34.99,7/17/24 22:23,2024/25 Super Blues Membership
132700,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/18/23 16:02,2023/24 Super Blues Membership
132700,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,1/13/23 13:55,2022/23 - Gold Membership
249459,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 16:24,2024/25 Super Blues Membership
249459,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 10:15,2023/24 Super Blues Membership
254169,bf43632a-daf3-ed11-8444-9dac666fbcef,£22.50,7/28/23 13:04,2023/24 Junior Blues (10-16 years) ST Holder
254769,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 17:32,2024/25 Super Blues Membership
254769,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,10/18/23 18:22,2023/24 Super Blues Membership
278244,fcfa9978-d219-ef11-8444-84857200de01,£34.99,7/18/24 17:34,2024/25 International Blues Membership
590017,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:08,2024/25 Super Blues Membership
590017,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 10:01,2023/24 Super Blues Membership
591638,106fd413-fe32-ef11-84a5-cf1b953dd601,£30.99,7/16/24 19:17,2024/25 Junior Blues Membership (5-9 years)
591638,67b13ee6-d9f3-ed11-8444-9dac666fbcef,£27.50,9/25/23 10:55,2023/24 Junior Blues (5-9 Years) Non ST Holder
591638,e4b09f05-70d0-ec11-8396-cad39b5c82da,£25.00,9/5/22 21:41,2022/23 Junior Blues Membership (5-9 years) - Non ST Holder GOODY PACK ONLY
594127,467a8775-c919-ef11-8444-84857200de01,£34.99,7/16/24 12:04,2024/25 Super Blues Membership
594127,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 7:40,2023/24 Super Blues Membership
594127,bcd91c0e-35c6-ec11-8396-e571432a47fd,£19.99,1/13/23 14:16,2022/23 - Gold Membership
608740,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 19:15,2024/25 Super Blues Membership
608740,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/13/23 20:47,2023/24 Super Blues Membership
860395,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 21:20,2024/25 Super Blues Membership
860395,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/31/23 14:27,2023/24 Super Blues Membership
860395,8afb6d4f-30c6-ec11-8396-e571432a47fd,£29.99,1/28/23 10:11,2022/23 - Silver Membership
860472,467a8775-c919-ef11-8444-84857200de01,£39.99,8/11/24 18:58,2024/25 Super Blues Membership
860472,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,10/29/23 17:00,2023/24 Super Blues Membership
1166568,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 14:06,2024/25 Super Blues Membership
1166568,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/11/23 15:29,2023/24 Super Blues Membership
1187651,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 13:35,2024/25 Super Blues Membership
1187651,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/14/23 11:37,2023/24 Super Blues Membership
1187659,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/18/24 13:36,2024/25 Junior Blues Membership (10-16 years) 
1187659,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,7/14/23 12:29,2023/24 Junior Blues (10-16 Years) Non ST Holder
1198827,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:53,2024/25 Super Blues Membership
1198827,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,7/31/23 15:08,2023/24 Super Blues Membership
1198875,106fd413-fe32-ef11-84a5-cf1b953dd601,£30.99,7/16/24 13:40,2024/25 Junior Blues Membership (5-9 years)
1198875,67b13ee6-d9f3-ed11-8444-9dac666fbcef,£27.50,8/2/23 16:23,2023/24 Junior Blues (5-9 Years) Non ST Holder
1200877,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:23,2024/25 Super Blues Membership
1200877,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/7/23 15:41,2023/24 Super Blues Membership
1203251,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 19:01,2024/25 Super Blues Membership
1203251,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,12/11/23 15:38,2023/24 Super Blues Membership
1209767,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 12:15,2024/25 Super Blues Membership
1209767,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/6/23 13:17,2023/24 Super Blues Membership
1209767,e2cb4a44-b215-ee11-8444-85f69dee4c7a,£39.99,8/20/23 19:55,2023/24 Super Blues Membership
1209767,f697a3e2-d550-4629-b1f5-bbd4950335d1,£5.00,4/3/12 0:00,2012/13 JUNIOR BLUES - SEASON TICKET
1209767,beeb9c26-fc77-421f-9567-869d0b79a19b,£5.00,4/26/11 0:00,2011/12 JUNIOR BLUES - SEASON TICKET
1231685,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/16/24 13:40,2024/25 Junior Blues Membership (10-16 years) 
1231685,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,10/5/23 18:37,2023/24 Junior Blues (10-16 Years) Non ST Holder
1235705,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/18/24 13:25,2024/25 Junior Blues Membership (10-16 years) 
1235705,c0c9e517-daf3-ed11-8444-9dac666fbcef,£27.50,10/30/23 9:23,2023/24 Junior Blues (10-16 Years) Non ST Holder
1240245,003397a7-0033-ef11-84a5-cf1b953dd601,£30.99,7/18/24 11:02,2024/25 Junior Blues Membership (10-16 years) 
1256362,467a8775-c919-ef11-8444-84857200de01,£39.99,7/16/24 16:09,2024/25 Super Blues Membership
